Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,200.500000,205.100006,199.850006,204.759995,194.445023,2143100
2019-01-03,203.699997,205.940002,200.039993,200.419998,190.323654,2877700
2019-01-04,203.080002,207.929993,201.449997,206.240005,195.850479,2761600
2019-01-07,205.520004,209.119995,203.539993,207.000000,196.572174,2226600
2019-01-08,208.649994,209.080002,204.179993,208.550003,198.044098,2366500
2019-01-09,209.149994,211.220001,207.919998,209.899994,199.326096,1862900
2019-01-10,208.149994,210.899994,206.000000,210.639999,200.028809,2340700
2019-01-11,210.039993,211.250000,209.309998,210.509995,199.905365,1861100
2019-01-14,209.470001,210.649994,208.160004,209.000000,198.471420,1523100
2019-01-15,210.039993,211.339996,209.080002,211.029999,200.399155,1681900
2019-01-16,211.460007,211.460007,209.500000,210.179993,199.591965,1455000
2019-01-17,209.869995,211.649994,209.649994,211.460007,200.807556,1517100
2019-01-18,212.559998,214.160004,211.770004,213.589996,202.830200,2115400
2019-01-22,213.000000,215.559998,210.800003,212.399994,201.700134,3310800
2019-01-23,213.000000,214.850006,210.000000,212.089996,201.405762,2220200
2019-01-24,212.389999,212.389999,208.899994,210.309998,199.715454,1994400
2019-01-25,212.029999,212.320007,208.740005,209.070007,198.537918,2252300
2019-01-28,208.679993,210.789993,207.309998,210.770004,200.152298,1999400
2019-01-29,210.320007,210.539993,208.570007,210.309998,199.715454,1636500
2019-01-30,210.479996,212.169998,209.320007,211.350006,200.703033,1589800
2019-01-31,211.139999,214.880005,209.720001,214.630005,203.817825,4341100
2019-02-01,214.000000,215.000000,209.369995,210.270004,199.677460,3453700
2019-02-04,210.699997,211.190002,207.899994,211.179993,200.541626,1630300
2019-02-05,211.490005,212.520004,209.639999,211.610001,200.949951,2074500
2019-02-06,212.259995,212.259995,210.479996,211.600006,200.940491,1618800
2019-02-07,210.070007,210.100006,206.270004,209.050003,199.055161,2526600
2019-02-08,207.830002,208.490005,205.750000,207.750000,197.817261,2013700
