Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,93.910004,96.269997,93.769997,95.680000,91.575752,4175400
2019-01-03,94.790001,95.180000,93.230003,93.430000,89.788246,4776600
2019-01-04,95.370003,98.349998,94.900002,97.639999,93.834137,4637200
2019-01-07,97.769997,98.919998,97.019997,98.169998,94.343491,3289000
2019-01-08,98.690002,99.519997,97.519997,98.650002,94.804787,3227200
2019-01-09,98.739998,99.589996,98.150002,98.830002,94.977776,2954500
2019-01-10,98.449997,98.669998,97.820000,98.260002,94.430000,3523800
2019-01-11,97.879997,98.680000,97.360001,98.550003,94.708687,2770600
2019-01-14,97.760002,99.029999,97.620003,98.440002,94.602951,4120500
2019-01-15,98.610001,98.870003,97.739998,97.989998,94.170502,5795100
2019-01-16,98.940002,99.959999,98.510002,99.410004,95.535172,4701900
2019-01-17,99.410004,100.239998,98.570000,99.489998,95.612053,5693300
2019-01-18,98.190002,100.809998,96.370003,100.480003,96.563454,9872500
2019-01-22,99.849998,100.680000,98.959999,99.830002,95.938805,4699800
2019-01-23,99.930000,100.190002,98.459999,99.709999,95.823479,3585100
2019-01-24,99.690002,100.540001,99.379997,99.720001,95.833076,3415900
2019-01-25,100.430000,101.589996,100.089996,100.769997,96.842148,3488300
2019-01-28,100.050003,100.410004,99.480003,100.379997,96.467354,3185400
2019-01-29,100.940002,101.419998,100.540001,100.959999,97.024742,2827400
2019-01-30,101.089996,102.849998,100.540001,102.669998,98.668091,3501500
2019-01-31,102.000000,102.900002,101.699997,102.699997,98.696915,4302100
2019-02-01,102.410004,103.529999,102.410004,103.059998,99.042885,4727800
2019-02-04,103.040001,103.459999,102.519997,103.419998,99.388855,2578300
2019-02-05,103.629997,104.180000,103.410004,103.900002,99.850151,2231200
2019-02-06,103.849998,105.080002,103.430000,104.959999,100.868820,3595700
2019-02-07,104.059998,104.779999,103.610001,104.389999,100.321045,3857300
2019-02-08,103.730003,104.519997,103.430000,104.519997,100.445976,2581900
2019-02-11,104.949997,105.559998,104.809998,105.410004,101.301285,2653800
2019-02-12,106.269997,107.430000,106.260002,107.000000,102.829315,3238600
2019-02-13,107.550003,108.470001,107.099998,107.559998,103.367493,3182100
2019-02-14,107.000000,107.360001,106.239998,106.620003,102.464134,2385900
2019-02-15,107.330002,108.089996,107.120003,107.379997,103.194504,3882300
2019-02-19,107.050003,107.230003,106.459999,106.500000,102.348808,3692800
2019-02-20,106.570000,107.180000,106.500000,106.779999,102.617897,3840800
2019-02-21,106.739998,106.949997,106.320000,106.610001,102.454521,2566500
2019-02-22,106.980003,107.550003,106.860001,107.440002,103.252159,2256400
2019-02-25,108.199997,108.849998,106.760002,106.930000,102.762039,3333500
2019-02-26,106.669998,107.620003,106.419998,106.940002,102.771660,2548100
2019-02-27,106.860001,107.629997,106.599998,107.419998,103.232941,2393500
2019-02-28,107.220001,108.449997,107.080002,107.739998,103.540459,3295800
2019-03-01,108.400002,109.650002,108.199997,108.900002,104.655258,2682000
2019-03-04,109.559998,110.089996,107.760002,109.000000,104.751358,4053200
2019-03-05,109.029999,109.320000,108.320000,108.849998,104.607193,2685700
2019-03-06,108.930000,109.449997,108.849998,108.980003,104.732140,2616000
2019-03-07,108.559998,108.629997,107.400002,107.860001,103.655792,3048200
2019-03-08,106.790001,108.070000,106.680000,107.980003,103.771118,2077100
2019-03-11,109.010002,109.790001,108.709999,109.559998,105.289520,3289200
2019-03-12,109.739998,111.279999,109.739998,110.430000,106.125610,3917500
2019-03-13,110.180000,112.260002,110.089996,112.139999,107.768959,4234100
2019-03-14,112.389999,112.779999,111.879997,112.349998,107.970779,3538200
2019-03-15,112.709999,113.769997,112.529999,113.519997,109.095192,4780400
2019-03-18,113.750000,114.250000,113.160004,113.550003,109.124008,2918000
2019-03-19,114.220001,114.220001,112.360001,112.669998,108.278297,3331300
2019-03-20,112.260002,112.459999,110.599998,110.769997,106.452362,3309300
2019-03-21,109.959999,112.180000,109.809998,111.820000,107.461441,3111000
2019-03-22,111.290001,111.320000,108.989998,109.459999,105.193420,3737400
2019-03-25,109.279999,110.070000,108.190002,109.040001,104.789818,3596200
2019-03-26,109.989998,110.400002,109.050003,109.500000,105.231865,2844500
2019-03-27,109.680000,110.000000,108.330002,108.980003,104.732140,3346600
2019-03-28,109.419998,109.879997,108.489998,109.160004,104.905136,2693300
