Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,70.690002,71.440002,70.150002,70.940002,70.371262,3629500
2019-01-03,70.449997,70.620003,67.180000,67.300003,66.760452,5629200
2019-01-04,68.410004,70.050003,68.250000,69.940002,69.379288,4110700
2019-01-07,69.699997,71.360001,69.120003,70.739998,70.172867,3171200
2019-01-08,71.760002,72.129997,70.830002,71.860001,71.283890,6213000
2019-01-09,71.910004,72.339996,70.919998,71.040001,70.470459,1760900
2019-01-10,70.500000,72.510002,70.230003,72.070000,71.492195,2409600
2019-01-11,71.489998,72.209999,71.250000,71.889999,71.313652,2191200
2019-01-14,71.400002,71.760002,70.589996,70.989998,70.420860,2943300
2019-01-15,71.190002,72.510002,70.959999,72.500000,71.918755,2376300
2019-01-16,72.720001,73.199997,72.010002,72.040001,71.462448,3326000
2019-01-17,71.610001,72.440002,71.410004,72.000000,71.422768,2579300
2019-01-18,72.510002,73.309998,72.190002,73.080002,72.494110,2561400
2019-01-22,72.720001,73.110001,70.739998,71.010002,70.440697,3260500
2019-01-23,71.349998,71.860001,70.160004,70.730003,70.162949,3359500
2019-01-24,70.849998,71.239998,70.309998,71.059998,70.490303,2560200
2019-01-25,71.809998,72.059998,70.889999,71.760002,71.184692,3155900
2019-01-28,71.199997,72.989998,71.199997,72.309998,71.730270,1919500
2019-01-29,72.300003,73.269997,71.790001,73.150002,72.563545,1766200
2019-01-30,73.639999,74.660004,73.339996,74.129997,73.535683,3939200
2019-01-31,74.139999,75.190002,73.809998,74.480003,73.882881,2533900
2019-02-01,74.410004,75.040001,73.949997,74.419998,73.823357,3478200
2019-02-04,74.500000,74.940002,74.139999,74.730003,74.130882,3136600
2019-02-05,74.800003,75.160004,74.419998,74.620003,74.021759,2088800
2019-02-06,74.629997,75.750000,74.629997,75.570000,74.964142,2061400
2019-02-07,74.790001,75.010002,73.500000,74.680000,74.081276,2444900
2019-02-08,74.070000,74.720001,73.480003,73.910004,73.317459,2723500
2019-02-11,74.110001,75.080002,74.080002,74.400002,73.803520,3526900
2019-02-12,74.660004,75.230003,73.930000,74.320000,73.724159,3117400
2019-02-13,77.599998,79.709999,77.239998,79.370003,78.733688,5722900
2019-02-14,79.680000,80.269997,78.589996,80.160004,79.517334,3729900
2019-02-15,81.000000,82.139999,80.750000,81.750000,81.094597,3387400
2019-02-19,81.129997,82.180000,80.930000,81.389999,80.737480,3863800
2019-02-20,81.860001,83.480003,81.089996,83.339996,82.671844,4124100
2019-02-21,83.230003,83.779999,82.389999,83.250000,82.582573,2199600
2019-02-22,83.519997,85.370003,83.220001,85.029999,84.348297,2639200
2019-02-25,85.650002,85.870003,83.419998,83.550003,82.880173,2244800
2019-02-26,83.559998,84.839996,83.339996,83.489998,82.820641,2368600
2019-02-27,83.150002,83.830002,83.029999,83.489998,82.820641,2241400
2019-02-28,82.930000,83.550003,82.760002,83.099998,82.582138,1796800
2019-03-01,83.930000,84.349998,83.209999,83.779999,83.257904,1972000
2019-03-04,84.279999,84.400002,82.489998,83.379997,82.860397,2265100
2019-03-05,83.610001,84.139999,83.139999,84.010002,83.486473,1773500
2019-03-06,84.129997,84.489998,83.680000,83.959999,83.436783,1713400
2019-03-07,83.629997,83.769997,82.300003,82.919998,82.403259,2269500
2019-03-08,82.269997,82.589996,81.660004,82.449997,81.936180,1970000
2019-03-11,82.769997,82.980003,82.110001,82.800003,82.284019,2246300
2019-03-12,83.129997,83.599998,82.349998,83.410004,82.890213,2266900
2019-03-13,83.820000,84.730003,83.430000,83.669998,83.148590,2345300
2019-03-14,84.510002,85.070000,83.760002,85.000000,84.470299,2363100
2019-03-15,85.000000,86.080002,84.989998,85.760002,85.225571,3775200
2019-03-18,86.129997,87.089996,85.889999,86.209999,85.672752,1983500
